Job_offer,Label
"DESCRIZIONE DEL POSTO DI LAVORO Azienda nuova produttrice di macchinari per il controllo qualita mediante sistemi di visione artificiale ricerca due figure con Requisiti: - laurea in discipline tecnico scientifiche (Ingegneria elettronica, Ingegneria Informatica, Informatica) o cultura equivalente; - esperienza nellu'tilizzo di piattaforme di sviluppo Microsoft. - conoscenza del linguaggio C/C++ - gradita conoscenza nell'utilizzo di librerie per l'analisi d'immagine (OpenCV etc..) - gradita esperienza pregressa nel ruolo. - buona conoscenza della lingua inglese Mansioni: La risorsa, si occuperà dell'implementazione di prodotti e applicazioni volti principalmente all'analisi d'immagine. Offriamo: Possibilità di poter diventare responsabile ufficio tecnico, all'interno di un piccolo team da formare. capo progettista tecnico Software",Software Engineer
"La nostra softwarehouse ricerca programmatori con esperienza per attività di sviluppo da remoto., L'iter selettivo si svolgerà in modalità on-line.",Java Developer
"ARGO LOGICA, società di informatica, fornisce consulenza in termini di progettazione, analisi, sviluppo, e gestione di applicazioni nelle diverse aree dell'Information Technology : Sistemi ERP, in modo particolare nell'area SAP, system integration, business intelligence, data warehouse e web applications.
   Nell'ottica di un ulteriore sviluppo siamo alla ricerca di 1 Programmatore Fullstack J2EE",Programmer
"Il candidato, insieme al team di sviluppatori si occuperà di gestire i progetti della società.",Web Developer
"In Avanade coltiviamo la passione per l'innovazione e sappiamo che le skills individuali inserite nei nostri team sono il cardine per aiutare i nostri clienti a generare valore e raggiungere i propri obiettivi. Stiamo espandendo l'area di Cloud Applications e, come negli altri settori dove operiamo, desideriamo incontrare professionisti che abbiano l'ambizione e la voglia di essere all'avanguardia tecnologica. Cerchiamo degli Azure Cloud Software Engineer con esperienza su architetture a microservizi deployate su cloud MIcrosoft Azure. I candidati verranno inseriti nella Talent Community di Software Engineering e verranno coinvolti in progetti di respiro internazionale e altamente sfidante per nostri clienti su Milano e Roma. Questa è la tua occasione se hai: * almeno 2 anni di esperienza in OOP; * esperienza su framework .net core; * almeno 2 anni di esperienza su piattaforma Azure con riferimento particolare all'utilizzo di servizi IaaS e PaaS, tra i quali: * Azure
   Functions * Azure Service Fabric * Azure Logic App * Api Management * esperienza in modellazione di basi dati con utilizzo di linguaggi di query su SQL Server on prem e on cloud; * esperienza in utilizzo e applicazione di strumenti di devOPS quali, ad esempio, Azure Devops; Per via del contesto internazionale saranno, inoltre, importanti: * padronanza della lingua inglese scritta e parlata; * grande attitudine al lavoro in team; Ti ci rivedi? Come and join us, #weareAvanade #AvanadeProud #Avanadefamily #orangefamily

   Employment Transparency Avanade® Is An Equal Opportunity Employer. Avanade prohibits discrimination and harassment against any employee or applicant for employment because of race, color, age, religion, sex, national origin, gender identity or expression, sexual orientation, disability, veteran, military or marital status, genetic information or any other protected status.

   The EEO is the Law poster is available here

   and poster supplement is available here

   The Pay Transparency Policy is available here

   Avanade is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation due to a disability for any part of the employment process, please send an e-mail to Avanade at careers@avanade.com or call (206) 239-5610 and let us know the nature of your request and your contact information.",Software Engineer
"In Avanade coltiviamo la passione per l'innovazione e sappiamo che le skills individuali inserite nei nostri team sono il cardine per aiutare i nostri clienti a generare valore e raggiungere i propri obiettivi. Stiamo espandendo l'area di Cloud Applications e, come negli altri settori dove operiamo, desideriamo incontrare professionisti che abbiano l'ambizione e la voglia di essere all'avanguardia tecnologica. Cerchiamo degli Azure Cloud Software Engineer con esperienza su architetture a microservizi deployate su cloud MIcrosoft Azure. I candidati verranno inseriti nella Talent Community di Software Engineering e verranno coinvolti in progetti di respiro internazionale e altamente sfidante per nostri clienti su Milano e Roma. Questa è la tua occasione se hai: * almeno 2 anni di esperienza in OOP; * esperienza su framework .net core; * almeno 2 anni di esperienza su piattaforma Azure con riferimento particolare all'utilizzo di servizi IaaS e PaaS, tra i quali: * Azure
   Functions * Azure Service Fabric * Azure Logic App * Api Management * esperienza in modellazione di basi dati con utilizzo di linguaggi di query su SQL Server on prem e on cloud; * esperienza in utilizzo e applicazione di strumenti di devOPS quali, ad esempio, Azure Devops; Per via del contesto internazionale saranno, inoltre, importanti: * padronanza della lingua inglese scritta e parlata; * grande attitudine al lavoro in team; Ti ci rivedi? Come and join us, #weareAvanade #AvanadeProud #Avanadefamily #orangefamily

   Employment Transparency Avanade® Is An Equal Opportunity Employer. Avanade prohibits discrimination and harassment against any employee or applicant for employment because of race, color, age, religion, sex, national origin, gender identity or expression, sexual orientation, disability, veteran, military or marital status, genetic information or any other protected status.

   The EEO is the Law poster is available here

   and poster supplement is available here

   The Pay Transparency Policy is available here

   Avanade is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation due to a disability for any part of the employment process, please send an e-mail to Avanade at careers@avanade.com or call (206) 239-5610 and let us know the nature of your request and your contact information.",Software Engineer
Sistemista Senior Windows Server da inserire in attività progettuali.,System Analyst
"Job summary Parola chiave: digitalizzazione! Uno dei principali obiettivi di ECTM è rivoluzionare in chiave digitale il mondo dell'edilizia, andando a trasformare uno dei settori meno digitalizzati. Cerchiamo quindi un Programmatore proattivo, entusiasta e dinamico per progettare, sviluppare e gestire innovative architetture web articolate in microservizi. E non è finita qui. Se curiosità e passione per lo sviluppo tecnologico-digitale ti caratterizzano, in qualità di Programmatore potrai metterti alla prova nell'ideazione, nella creazione e nel lancio di soluzioni web innovative, dando vita a una visione inedita e non convenzionale di Rete al servizio dell'Edilizia e del settore ingegneristico. Lavorando in Agile supporterai la tua squadra nelle varie fasi di lavoro, raggiungendo con il team obiettivi a lungo termine. Sarai parte di ECTM e ne condividerai ambizioni e progressi sviluppando nuovi prodotti digitali. Cosa cerchiamo in te? Ecco le principali tecnologie che
   utilizzerai e i requisiti fondamentali per lavorare insieme a noi, senza mai smettere di creare, progettare, divertirti. Angular Laravel PHP Microservizi Mysql  Nice to have: docker, Redux, react.Credere nelle tue proposte e nelle tue scelte: ricorda che non lavorerai solo per ECTM ma insieme a ECTM. I progetti ai quali prenderai parte saranno anche frutto delle tue intuizioni. Capacità di proporre e trasmettere al tuo team di lavoro idee, opinioni e soluzioni. Propensione a costruire una visione strategica d'insieme delle varie mansioni che ti verranno assegnate. Capacità di comprendere e condividere con la tua squadra i feedback del responsabile senior e delle varie figure con le quali ti confronterai. È richiesta la presenza su Roma. Valuteremo la possibilità di remote working parziale più avanti, ora abbiamo bisogno di te qui!Team Il tuo team è attualmente composto da 5 programmatori coordinati da un Lead Developer. Ma non lavorerai solo con loro! I
   progetti ai quali prenderai parte infatti ti permetteranno di interfacciarti quotidianamente con Project Manager, Ingegneri, Architetti, Creativi, Graphic Designer e molti altri professionisti; una realtà multidisciplinare che ti consentirà di sviluppare nuove skill e preziose abilità trasversali. Cosa ti offriamo Azienda altamente tecnologica e quasi del tutto paperless; contratto a tempo indeterminato; 14 mensilità (CCNL studi professionali); pacchetto di Welfare Aziendale volto a fornire al nostro team servizi, agevolazioni e iniziative che migliorino sensibilmente la vita in azienda; buoni pasto giornalieri da 8 €; flessibilità oraria; formazione continua; organizzazione orizzontale e trasversale di ruoli e competenze; ufficio in zona centrale, ben collegato con metropolitana e autobus; RAL prevista: in base alla seniority, dai 25k ai 35k. Se quel che hai letto fin qui ti ha incuriosito; se passione, condivisione e lavoro di squadra sono per
   te, come per noi, valori fondamentali, inviaci subito la tua candidatura. Entrando a far parte del team di ECTM conoscerai una realtà inclusiva e sinergica, volta all'interazione, alla crescita e all'innovazione. L'offerta di lavoro si intende rivolta all'uno e all'altro sesso in ottemperanza al D.Lgs. 198/2006. I candidati sono invitati a leggere l'informativa privacy - Regolamento (UE) 2016/679",Web Developer
"La risorsa ricercata si occuperà:

   - della programmazione di software per diversi settori

   - realizzazioni di soluzioni ad hoc con il cliente

   - approccio alla metodologia AGILE e lavoro di team

   - relazione diretta con i clienti",Java Developer
"La risorsa sarà inserita all'interno dell'ufficio sviluppo e, in affiancamento al tutor, si occuperà di attività di sviluppo software.",Software Engineer
"Realizzazione di soluzioni software orientate all'azienda
   - Sviluppo nell'ambito dell'ERP Mago4 e delle componenti ad esso associate
   - Interfaccia con i consulenti interni per lo sviluppo delle specifiche richieste dal cliente
   - Report dei progressi per il monitoraggio dell'avanzamento dei lavori e delle tempistiche",Software Engineer
"· Analisi, progettazione e sviluppo di funzionalità

   · Redazione di analisi tecniche e preliminari in cooperazione con l'intero team

   · Sviluppo in ambiente Web tramite .NET Core, Angular, Microsoft SQL Server",Software Engineer
"Innovativa Software House altamente specializzata in ambito IoT
   Principali responsabilità
     * Collaborare con altri professionisti per determinare i requisiti funzionali e non funzionali per nuovi software o applicazioni;
     * Utilizzare strumenti e metodologie per creare rappresentazioni per le funzioni e l'interfaccia utente del prodotto desiderato;
     * Sviluppare specifiche di prodotto di alto livello con attenzione all'integrazione e alla fattibilità del sistema;
     * Definire tutti gli aspetti dello sviluppo: dalla tecnologia e dal flusso di lavoro appropriati agli standard di codifica;
     * Comunicare con successo tutti i concetti e le linee guida al team di sviluppo;
     * Supervisionare i progressi del team di sviluppo per garantire coerenza con la progettazione iniziale;
     * Fornire assistenza tecnica e coaching a sviluppatori e ingegneri;
     * Garantire che il software soddisfi tutti i requisiti di qualità, sicurezza, modificabilità, estensibilità;
     * Approvare il prodotto finale prima del lancio",Web Developer
